Estado de contrato;Poder adjudicador;Entidad impulsora;Código de contrato;Título;Tipo de contrato;Adjudicatario;Importe de adjudicación con IVA;Fecha de formalización
Ejecución;Gobierno Vasco;Emakunde-Instituto Vasco de la Mujer;CM 15/2016336_00000000000000000000001;RECOGIDA DE INFORMACIÓN SOBRE EL ALCANCE DE LA ATENCIÓN A VÍCTIMAS DE VIOLENCIA CONTRA LAS MUJERES Y SOBRE LAS CARACTERÍSTICAS DE LOS RECURSOS DE ATENCIÓN A MUJERES VÍCTIMAS DE VIOLENCIA;Servicios;FUNDACION EDE/ EDE FUNDAZIOA;21695;23/03/2016
Ejecución;Gobierno Vasco;Presidencia del Gobierno - Lehendakaritza;CM/DS/095/2016323_00000000000000000000001;"Realización del tríptico del Premio de investigación ""Realidad social vasca""";Servicios;PATANEGRA PUBLICIDAD, S.COOP. PEQUEÑA;877;23/03/2016
Ejecución;Gobierno Vasco;Hacienda y Finanzas;KM/2016/058/AURREK327_00000000000000000000001;DISEÑO Y VALIDACIÓN DE UNA HERRAMIENTA DE CRIBADO PARA LA EVALUACIÓN DEL IMPACTO EN SALUD DE LAS POLITICAS AUTONÓMICAS¿;Servicios;FOTOCOMPOSICIÓN IPAR, S. COOP.;680;23/03/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;1603032181_00000000000000000000001;SAU. Mantenimiento de sistemas y procesos;Servicios;DEUSTO SISTEMAS, S.A.;58322;23/03/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;1603031181_00000000000000000000001;Consultoria Técnica para Wordpress;Servicios;IRONTEC.Internet y Sistemas sobre GNU/Linux, S.L.;21054;23/03/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;079P/2016331_00000000000000000000001;SERVICIO DE VIGILANCIA EN LOS PUERTOS DE BERMEO Y ONDÁRROA (DEL 28 DE MARZO AL 2 DE ABRIL DE 2016);Servicios;GSI Profesionales de la seguridad y sistemas, S.A.;19236;23/03/2016
Ejecución;Gobierno Vasco;Emakunde-Instituto Vasco de la Mujer;CM 14/2016336_00000000000000000000001;IMPRESIÓN DE 500 EJEMPLARES DEL INFORME LA INCIDENCIA DEL VALOR DE LA IGUALDAD EN LA ELECCIÓN DE ESTUDIOS DE GRADO SUPERIOR POR ALUMNADO DE 2º DE BACHILLERATO EN EUSKADI;Servicios;GRÁFICAS IRUDI, S.L.;6303;23/03/2016
Ejecución;Gobierno Vasco;Seguridad;E0076/2016329_00000000000000000000001;GESTIÓN DE STOCK DE PRENDAS DE UNIFORMIDAD OFICIAL DE LA POLICÍA LOCAL;Servicios;SUMUN EQUIPAMIENTOS, S.COOP.P.;20570;23/03/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;1603030181_00000000000000000000001;Mantenimiento Jardines Seminario 2016;Servicios;JARDINERIA PORTAL DE GAMARRA, S.L.;7986;23/03/2016
Ejecución;Gobierno Vasco;Seguridad;E0079/2016329_00000000000000000000001;SERVICIO DE ASISTENCIA TÉCNICA PARA REALIZACIÓN DE CERTIFICADO DE EFICIENCIA ENERGÉTICA DE LOS EDIFICIOS DE LA OAC DE MUNGIA DE LAS COMISARÍAS DE SESTAO, GALDAKAO Y GERNIKA Y DEL HELIPUERTO DE IURRETA;Servicios;INGENIERÍA IDEMA, S.L.;20449;23/03/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;SU/18/15328_00000000000000000000001;Impresión y distribución de los títulos académicos y profesionales correspondientes a la enseñanza no universitaria, así como de los certificados de la enseñanza de idiomas y de lutheria;Suministros;IMPRENTA UNIVERSAL, S.L.;308000;22/03/2016
Ejecución;Gobierno Vasco;Seguridad;T-0087/16329_00000000000000000000001;Servicios de coordinación de seguridad y salud.;Servicios;COORDINACIÓN DE SEGURIDAD Y PROYECTOS, S.A.;5990;22/03/2016
Ejecución;Gobierno Vasco;Hacienda y Finanzas;KM/2016/061/AURREK327_00000000000000000000001;DEPÓSITO, MANIPULADO Y ENVÍO DE LAS PUBLICACIONES EDITADAS POR EL SERVICIO CENTRAL DE PUBLICACIONES DEL GV/EJ;Servicios;GRUPO POSTA 2004, S.L.;18000;22/03/2016
Ejecución;Gobierno Vasco;Hacienda y Finanzas;KM/2016/060/AURREK327_00000000000000000000001;ASISTENCIA TÉCNICA CUMPLIMIENTO CÓDIGO TÉCNICO DE LA EDIFICACIÓN DOCUMENTO BÁSICO DB-HE PARA EL PROYECTO DE RIBERAS DE LOIOLA, DONOSTIA-SAN SEBASTIÁN;Servicios;ZEROLAB, SL;10527;22/03/2016
Ejecución;Gobierno Vasco;Administración Pública y Justicia;M-087/2016 DAPJ324_00000000000000000000001;Ampliación plazas centro educativa Uribarri;Servicios;ASOCIACIÓN EDUCATIVA BERRIZTU;13400;22/03/2016
Ejecución;Gobierno Vasco;Seguridad;S0079/2016329_00000000000000000000001;AMPLIACIÓN PANEL VIDEOWALL CENTRO OPERACIÓN SISTEMAS TIC;Suministros;RPG INFORMATICA S.A.;21701;22/03/2016
Ejecución;Gobierno Vasco;Administración Pública y Justicia;M-081/2016 DAPJ324_00000000000000000000001;Servicio de mantenimiento de las fotocopiadoras, marca CANON, modelos IR253Oi y IR2545i, instaladas en los Palacios de Justicia de Araba (2-4 udes.), Gipuzkoa (5-5 udes.) y Bizkaia (8-6 udes.);Servicios;CANON ESPAÑA, S.A.;21779;22/03/2016
Ejecución;Gobierno Vasco;Administración Pública y Justicia;M-083/2016 DAPJ324_00000000000000000000001;Seis medidores fijos de formaldehído para los laboratorios de Anatomía Patológica y Salas de Autopsias del Instituto Vasco de Medicina Legal en Bilbao, Donostia-San Sebastián y Vitoria-Gasteiz;Suministros;VERTEX TECHNICS, S.L.;21704;22/03/2016
Ejecución;Gobierno Vasco;Administración Pública y Justicia;M-082/2016 DAPJ324_00000000000000000000001;Suministro y colocación de mamparas  puertas en las dependencias de Forenses en la planta baja del Palacio de Justicia de Buenos Aires;Obras;INVASORES DEL ESPACIO MOBILIARIO, S.L.;16601;22/03/2016
Ejecución;Gobierno Vasco;Salud;72/2016 GSPB330_00000000000000000000001;La atención de pacientes con patología psiquiátrica en la modalidad de alojamiento en residencia;Gestión de servicios públicos;OIZPE EGOITZA KOOP. ELK;377436;22/03/2016
Ejecución;Gobierno Vasco;Seguridad;S-001/2016329_00000000000000000000001;Arrendamiento de vehículos sin distintivos para el Departamento de Seguridad del Gobierno Vasco.;Suministros;LEASE PLAN SERVICIOS, S.A.;11952000;22/03/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;082P/2016331_00000000000000000000001;ANÁLISIS DE OPORTUNIDADES PARA LA CONSIDERACIÓN DE LOS ESPACIOS EN TRANSICIÓN, SU POSIBLE TRANSFORMACIÓN A TRAVÉS DE USOS EFÍMEROS EN LA REVISIÓN DE LAS DOT;Servicios;IRATI BURGUÉS ASTEASU;5566;22/03/2016
Ejecución;Gobierno Vasco;Instituto de Alfabetización y Reeuskaldunización de Adultos (HABE);G16/ 207.02333_00000000000000000000001;Maquetación de los exámenes escritos de HABE;Servicios;Gozalo Erro, José Ignacio;1414;22/03/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;085P/2016331_00000000000000000000001;ADECUACIÓN DE ESTACIONES DE CALIDAD DEL AIRE DE LA CAPV;Servicios;FUNDACIÓN TECNALIA RESEARCH & INNOVATION;21084;22/03/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;1603027181_00000000000000000000001;Mantenimiento ULA Seguridad 2016;Servicios;ORACLE IBERICA, S.R.L.;570642;22/03/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;M-046-DEPS2016326_00000000000000000000002;LA REALIZACIÓN DE UN ESTUDIO PROFUNDO ACERCA DE LAS PREOCUPACIONES Y OPINIONES QUE TIENE EL SECTOR DE LA ACTIVIDAD CULTURAL VASCA EN MATERIA DE EUSKERA Y DIVERSIDAD DE ORÍGENES Y CULTURAS;Servicios;KULTUR KABIA ZERBITZUAK, S.L. ;21779;22/03/2016
Ejecución;Gobierno Vasco;Salud;CM 081/2016330_00000000000000000000001;Suministro material en reducción de riesgos;Suministros;Addixis Consulting, S.L.;12705;22/03/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;083P/2016331_00000000000000000000001;PATROCINIO Y LABORES DE SECRETARIA TÉCNICA PARA EL XIX CONGRESO EUROPARC-ESPAÑA-ESPARC 2016- SOCIEDAD Y ÁREAS PROTEGIDAS LAGUARDIA, ÁLAVA 7-10 JUNIO;Privados;FUNDACIÓN FERNANDO GONZÁLEZ BERNÁLDEZ;17001;22/03/2016
Ejecución;UPV/EHU - Universidad del País Vasco;Vicerrectorado de Investigación de la UPV/EHU ;PN 7/16366_00000000000000000000001;Suministro de un portamuestras de calentamiento insitu para microscopía electrónica de transmisión de alta resolución.;Suministros;DENS SOLUTIONS B.V.;84458;21/03/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;001S/2016331_00000000000000000000001;CONTRATO SUMINISTRO DE REPUESTOS PARA ANALIZADORES DE LA RED DE VIGILANCIA Y CONTROL DE LA CALIDAD DEL AIRE DE LA CAPV;Suministros;DNOTA MEDIO AMBIENTE, S.L.;69273;21/03/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;058P/2016331_00000000000000000000001;ORDENACIÓN DE LA OFERTA FORMATIVA EN LOGÍSTICA Y ANÁLISIS DE NUEVAS OPORTUNIDADES;Servicios;Asociación cluster de movilidad y logística de Euskadi;21779;21/03/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;081P/2016331_00000000000000000000001;ASISTENCIA TÉCNICA EN LAS TAREAS DE LA PLATAFORMA ORNITHO DURANTE EL 2016, WWW.ORNITHO.EUS.;Servicios;SOCIEDAD DE CIENCIAS ARANZADI;21175;21/03/2016
Ejecución;UPV/EHU - Universidad del País Vasco;Vicerrectorado de personal docente e investigador de la UPV/EHU ;19/16385_00000000000000000000001;Trabajos de adaptación del programa actual que gestiona las convocatorias de complementos retributivos del PDI a la convocatoria de complementos 2016 y aplicación de mejoras.;Servicios;EFABERSOLUCIONESINTELIGENTES, S.L.;48920;21/03/2016
Ejecución;Gobierno Vasco;Seguridad;C-085/16329_00000000000000000000001;Libro bomberos versión gráfica y web.;Suministros;SIGNOS DE IDENTIDAD, S.L.;4992;21/03/2016
Ejecución;Gobierno Vasco;EUSTAT - Instituto Vasco de Estadística;CM 12/2016335_00000000000000000000001;Análisis y parte del diseño de la aplicación para la difusión de información estadística mendiante GIS;Servicios;GEOGRAMA GIS, S.L.;21653;21/03/2016
Ejecución;Gobierno Vasco;Seguridad;S0077/2016329_00000000000000000000001;REPOSICION DE HERRAMIENTA PARA TALLERES;Suministros;BRAMMER IBERIA, S.A.;21000;21/03/2016
Ejecución;Gobierno Vasco;Seguridad;S0076/2016329_00000000000000000000001;SUMINISTRO DE CARGADORES;Suministros;UNIFORMIDAD Y SUMINISTROS DE PROTECCIÓN, S.L.;5128;21/03/2016
Ejecución;Gobierno Vasco;Hacienda y Finanzas;KM/2016/057/AURREK327_00000000000000000000001;SOMOS VASCO-ARGENTINOS;Servicios;GRÁFICAS INGUGOM, S.L.;6902;21/03/2016
Ejecución;ITELAZPI, S.A.;ITELAZPI, S.A.;001.ST.02016200_00000000000000000000001;001.ST.2016: Asistencia Técnica Soporte de ingenieria para ITELAZPI.    ;Servicios;INGENIERÍA TELCO, S.L.;363000;21/03/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;071P/2016331_00000000000000000000001;INSPECCIÓN PRINCIPAL DEL PUENTE DE ITSAS AURRE EN EL PUERTO DE ONDARROA;Servicios;FREYSSINET, S.A.;21435;21/03/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;A-028/DEPS2015326_00000000000000000000001;la ejecucion del trabajo de campo de la estadística de servicios sociales y acción social 2016;Servicios;EMAIKER, S.L.;178871;21/03/2016
Ejecución;Gobierno Vasco;Seguridad;E0077/2016329_00000000000000000000001;SERVICIO DE REPARACIÓN DE MATERIAL DE BUCEO;Servicios;BUCEO EUSKADI, S.L.;21780;21/03/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;M-044-DEPS2016326_00000000000000000000001;LA SECRETARÍA TÉCNICA PARA LA ORGANIZACIÓN DE LA JORNADA ¿AVANZANDO HACIA EUROPA 2020. PCTI EUSKADI. HABITAT URBANO: CONSTRUCCIÓN SOSTENIBLE¿;Servicios;Agencia Vasca de Innovación;14157;18/03/2016
Ejecución;Gobierno Vasco;Seguridad;S0072/2016329_00000000000000000000001;SUMINISTRO DE BATERIAS Y REPARACION DE LINTERNAS PARA VEHICULOS;Suministros;FERNANDO CASADO VILLEGAS (JUNTEL ELECTRÓNICA);15000;18/03/2016
Ejecución;Gobierno Vasco;Agencia Vasca del Agua;URA/013M/2016340_00000000000000000000002;ADQUISICIÓN DE PROGRAMA DE CÁLCULO HIDRÁULICO GEOHECRAS;Suministros;DESIERTO;4150;18/03/2016
Ejecución;Gobierno Vasco;Emakunde-Instituto Vasco de la Mujer;CM 12/2016336_00000000000000000000001;ELABORACIÓN DE MATERIALES DIVULGATIVOS Y FORMATIVOS PARA REALIZAR EVALUACIONES PREVIAS DE IMPACTO DE GÉNERO A NIVEL LOCAL;Servicios;MIREN MAITANE URBIERTA FERNANDEZ;8712;18/03/2016
Ejecución;Gobierno Vasco;Emakunde-Instituto Vasco de la Mujer;CM 13/2016336_00000000000000000000001;REALIZAR UN ESTUDIO DE LOS DATOS DE LA VIOLENCIA CONTRA LAS MUJERES;Servicios;FUNDACION EDE/ EDE FUNDAZIOA;13423;18/03/2016
Ejecución;Gobierno Vasco;Instituto de Alfabetización y Reeuskaldunización de Adultos (HABE);G16/ 200.02333_00000000000000000000001;Viaje a Argentina, Chile, Brasil;Servicios;Viajes Mundo Tres S.A.;4119;18/03/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;B-027/15-E.D.328_00000000000000000000001;Ceip Lemoiz Hlhi (Lemoiz) - Redacción del Estudio de Detalle para las obras de  ampliación de edificio de primaria.;Servicios;I2G APRAIZ MARCHAL BARBERENA ARQUITECTOS S.L.P.;3630;18/03/2016
Ejecución;EJIE, S.A. - Sociedad Informática del Gobierno Vasco;EJIE-Sociedad Informática del Gobierno Vasco;004/2016181_00000000000000000000001;Contratación de los servicios de mantenimiento del Registro Vasco de Contratos 2016. EXPEDIENTE PREPARADO EXCLUSIVAMENTE PARA LICITACIÓN ELECTRÓNICA.;Servicios;SERIKAT CONSULTORÍA E INFORMÁTICA, S.A.;99570;18/03/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;CO/24/15328_00000000000000000000001;Obras de refuerzo estructural del muro de contención en el IES San Adrian BHI de Bilbao (Bizkaia).;Obras;CONSTRUCCIONES MARIEZCURRENA, S.L.;270525;18/03/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;M-045-DEPS2016326_00000000000000000000001;LA REALIZACIÓN DE UN INFORME DE ANÁLISIS DE LA ACCESIBILIDAD UNIVERSAL COMO ESTRATEGIA EN EL CONTEXTO DE EUROPA 2020;Servicios;LKS INGENIERÍA, S. COOP.;7260;18/03/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;074P/2016331_00000000000000000000001;ARREGLOS MENORES A REALIZAR EN GETARIA Y DEBA (TEMPORALES 2016);Obras;OLIDEN CONSTRUCCIONES Y REFORMAS, S.L.;8868;18/03/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;P-010/16328_00000000000000000000001;Trabajos de pintura;Obras;PINTURAS BEZARES, S.C.;315;18/03/2016
Ejecución;Gobierno Vasco;Seguridad;E0073/2016329_00000000000000000000001;SERVICIOS DE ASISTENCIA TÉCNICA PARA LA REALIZACIÓN DEL CERTIFICADO DE EFICIENCIA ENERGÉTICA DE LOS EDIFICIO SDE LA O.A.C. DE RANDIO-ALTZAGA, COMISARÍAS DE MUSKIZ, BASAURI Y DURANGO E INSPECCIÓN TÉCNICA DEL EDIFICIO PRINCIPAL DE LA COMISARÍA DE DURANGO;Servicios;INARLAN ARQUITECTURA E INGENIERÍA, S.L.;20933;18/03/2016
Ejecución;Gobierno Vasco;Educación, Política Lingüística y Cultura;B-027/15-GEO328_00000000000000000000001;Ceip Lemoiz Hlhi (Lemoiz) - Redacción del Estudio Geotécnico para las obras de ampliación de edificio de primaria.;Servicios;EPTISA CINSA INGENIERÍA Y CALIDAD, S.A.;6639;18/03/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;078P/2016331_00000000000000000000001;SERVICIO DE VIGILANCIA EN LOS PUERTOS DE BERMEO Y ONDÁRROA (DEL 22 AL 27 DE MARZO);Servicios;GSI Profesionales de la seguridad y sistemas, S.A.;19236;18/03/2016
Ejecución;Gobierno Vasco;Salud;CM 080/2016330_00000000000000000000001;Suscripción revistas biblioteca Gipuzkoa;Servicios;EBSCO SUSCRIPTIONS SERVICES ESPAÑA, S.L.U.;17646;18/03/2016
Ejecución;Gobierno Vasco;Medio Ambiente y Política Territorial;073P/2016331_00000000000000000000001;INSTALACIÓN DE BARANDILLAS Y 2 PUERTAS DE ACCESO A PANTALANES EN LA DÁRSENA PESQUERA DEL PUERTO DE DONOSTIA;Obras;CONSTRUCCIONES METÁLICAS BIOK, S.L.;25478;18/03/2016
Ejecución;Gobierno Vasco;Seguridad;E0044/2016329_00000000000000000000001;SERVICIO DE RETIRADA Y GESTIÓN DE RESIDUOS;Servicios;FCC AMBITO S.A.;12000;18/03/2016
Ejecución;Gobierno Vasco;Seguridad;S0074/2016329_00000000000000000000001;SUMINISTRO DE EQUIPO DE AMPLIACIÓN DE COBERTURA RED TETRA DEL DEPARTAMENTO DE SEGURIDAD;Suministros;GTS-THAUMAT XXI, S.A.;9045;18/03/2016
Ejecución;Gobierno Vasco;Agencia Vasca del Agua;URA/012M/2016340_00000000000000000000001;ELABORACIÓN DEL MAPA HIDROLÓGICO DE LA CAPV ESCALA 1:50.000;Servicios;GEOGRAMA, S.L.;21768;18/03/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;M-042-DEPS2016326_00000000000000000000001;EL ESTUDIO GEOLÓGICO GEOTÉCNICO PARA EL EDIFICIO EN PARCELA P-3 EN AVENIDA GALINDEZ EN TXURDINAGA, BILBAO;Servicios;AROA GEOTÉCNICA S.LL;13715;17/03/2016
Ejecución;Gobierno Vasco;Empleo y Políticas Sociales;M-043-DEPS2016326_00000000000000000000001;EL ESTUDIO ESPECÍFICO DE RUIDO (ALCANCE 1-ESTUDIO BÁSICO), DEL EDIFICIO DE 58 ALOJAMIENTOS DOTACIONALES EN UE-2, AOR-403, EN SAN JUAN DE ROMPEOLAS EN SANTURTZI, (BIZKAIA),;Servicios;AAC Acústica + Lumínica;3025;17/03/2016
